Extended_Flutes_17-Nov-20_4:50:54 PM	Left_PQC1_CapW_CV	
Temperature(C)= 22.6	Humidity(%)= 15.8	AC Amplitude(V)= 250.000E-3
AC Frequency(Hz) = 10.000E+3	Settling_time(s) = 0.1	
		
Voltage (V)	Capacitance (F)
-5.000E+0	2.500E-12
-4.900E+0	2.610E-12
-4.800E+0	2.410E-12
-4.700E+0	2.410E-12
-4.600E+0	2.610E-12
-4.500E+0	2.390E-12
-4.400E+0	2.510E-12
-4.300E+0	2.630E-12
-4.200E+0	2.310E-12
-4.100E+0	2.530E-12
-4.000E+0	2.490E-12
-3.900E+0	2.420E-12
-3.800E+0	2.400E-12
-3.700E+0	2.410E-12
-3.600E+0	2.730E-12
-3.500E+0	2.560E-12
-3.400E+0	2.510E-12
-3.300E+0	2.600E-12
-3.200E+0	2.450E-12
-3.100E+0	2.440E-12
-3.000E+0	2.310E-12
-2.900E+0	2.380E-12
-2.800E+0	2.300E-12
-2.700E+0	2.380E-12
-2.600E+0	2.340E-12
-2.500E+0	2.250E-12
-2.400E+0	2.520E-12
-2.300E+0	2.570E-12
-2.200E+0	2.350E-12
-2.100E+0	2.480E-12
-2.000E+0	2.430E-12
-1.900E+0	2.460E-12
-1.800E+0	2.340E-12
-1.700E+0	2.360E-12
-1.600E+0	2.420E-12
-1.500E+0	2.370E-12
-1.400E+0	2.620E-12
-1.300E+0	2.270E-12
-1.200E+0	2.380E-12
-1.100E+0	2.470E-12
-1.000E+0	2.410E-12
-900.000E-3	2.730E-12
-800.000E-3	2.460E-12
-700.000E-3	2.790E-12
-600.000E-3	2.440E-12
-500.000E-3	2.650E-12
-400.000E-3	2.460E-12
-300.000E-3	2.220E-12
-200.000E-3	2.460E-12
-100.000E-3	2.480E-12
0.000E+0	2.400E-12
100.000E-3	2.220E-12
200.000E-3	2.510E-12
300.000E-3	2.240E-12
400.000E-3	2.470E-12
500.000E-3	2.340E-12
600.000E-3	2.510E-12
700.000E-3	2.340E-12
800.000E-3	2.460E-12
900.000E-3	2.530E-12
1.000E+0	2.410E-12
1.100E+0	2.640E-12
1.200E+0	2.560E-12
1.300E+0	2.540E-12
1.400E+0	2.290E-12
1.500E+0	2.360E-12
1.600E+0	2.670E-12
1.700E+0	2.360E-12
1.800E+0	2.440E-12
1.900E+0	2.370E-12
2.000E+0	2.380E-12
2.100E+0	2.270E-12
2.200E+0	2.540E-12
2.300E+0	2.390E-12
2.400E+0	2.510E-12
2.500E+0	2.550E-12
2.600E+0	2.420E-12
2.700E+0	2.450E-12
2.800E+0	2.420E-12
2.900E+0	2.380E-12
3.000E+0	2.800E-12
3.100E+0	2.410E-12
3.200E+0	2.570E-12
3.300E+0	2.590E-12
3.400E+0	2.370E-12
3.500E+0	2.510E-12
3.600E+0	2.470E-12
3.700E+0	2.520E-12
3.800E+0	2.250E-12
3.900E+0	2.640E-12
4.000E+0	2.600E-12
4.100E+0	2.540E-12
4.200E+0	2.510E-12
4.300E+0	2.370E-12
4.400E+0	2.260E-12
4.500E+0	2.690E-12
4.600E+0	2.420E-12
4.700E+0	2.290E-12
4.800E+0	2.460E-12
4.900E+0	2.540E-12
5.000E+0	2.490E-12
